FIPS County Code,medinc_23p2,medinc_23p3,medinc_23p4
229,60400,68000,75500
231,51400,57800,64200
233,51500,57900,64300
235,51400,57800,64200
237,51400,57800,64200
239,71500,80400,89300
001,53400,60100,66700
003,52500,59100,65600
005,67500,75900,84300
007,56500,63600,70600
009,46400,52200,57900
011,61400,69100,76700
013,45900,51600,57300
015,55500,62400,69300
017,55500,62400,69300
019,61200,68900,76500
021,45900,51600,57300
023,61200,68900,76500
025,50900,57300,63600
027,45900,51600,57300
029,45900,51600,57300
031,55500,62400,69300
033,67500,75900,84300
035,45900,51600,57300
037,67500,75900,84300
039,45900,51600,57300
041,45900,51600,57300
043,50300,56600,62800
045,50800,57200,63500
047,53900,60600,67300
049,48400,54500,60500
051,65600,73800,82000
053,53900,60600,67300
055,64800,72900,81000
057,58800,66200,73500
059,48100,54100,60100
061,51100,57500,63800
063,67500,75900,84300
065,45900,51600,57300
067,45900,51600,57300
069,46800,52600,58400
071,65600,73800,82000
073,49600,55800,61900
075,65600,73800,82000
077,67500,75900,84300
079,50300,56600,62800
081,48000,54000,59900
083,45900,51600,57300
085,48700,54800,60800
087,65600,73800,82000
089,65600,73800,82000
091,67500,75900,84300
093,61600,69300,77000
095,65600,73800,82000
097,45900,51600,57300
099,64800,72900,81000
101,48000,54000,59900
103,65600,73800,82000
105,57300,64500,71600
107,45900,51600,57300
109,58800,66200,73500
111,49600,55800,61900
113,59700,67200,74600
115,55200,62100,68900
117,45900,51600,57300
119,45900,51600,57300
121,67500,75900,84300
123,47400,53300,59200
125,67500,75900,84300
127,45900,51600,57300
001,67500,75900,84300
001,67500,75900,84300
001,67500,75900,84300
001,67500,75900,84300
001,67500,75900,84300
001,67500,75900,84300
001,67500,75900,84300
001,67500,75900,84300
001,67500,75900,84300
001,67500,75900,84300
001,67500,75900,84300
001,67500,75900,84300
001,67500,75900,84300
001,67500,75900,84300
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
003,60700,68300,75800
005,74400,83700,92900
005,74400,83700,92900
005,74400,83700,92900
005,94700,106500,118300
005,94700,106500,118300
005,94700,106500,118300
005,94700,106500,118300
005,94700,106500,118300
005,94700,106500,118300
005,94700,106500,118300
005,94700,106500,118300
005,94700,106500,118300
005,74400,83700,92900
005,74400,83700,92900
005,94700,106500,118300
005,74400,83700,92900
005,74400,83700,92900
005,94700,106500,118300
005,94700,106500,118300
005,74400,83700,92900
005,94700,106500,118300
005,94700,106500,118300
005,74400,83700,92900
005,94700,106500,118300
005,94700,106500,118300
005,94700,106500,118300
005,94700,106500,118300
005,94700,106500,118300
007,60700,68300,75800
007,60700,68300,75800
007,60700,68300,75800
007,60700,68300,75800
007,60700,68300,75800
007,60700,68300,75800
007,60700,68300,75800
007,60700,68300,75800
007,60700,68300,75800
007,60700,68300,75800
007,60700,68300,75800
007,60700,68300,75800
007,60700,68300,75800
007,60700,68300,75800
007,60700,68300,75800
007,60700,68300,75800
007,60700,68300,75800
007,60700,68300,75800
007,60700,68300,75800
007,60700,68300,75800
007,60700,68300,75800
007,60700,68300,75800
007,60700,68300,75800
007,60700,68300,75800
007,60700,68300,75800
007,60700,68300,75800
009,68000,76500,85000
009,68000,76500,85000
009,68000,76500,85000
009,68000,76500,85000
009,68000,76500,85000
009,68000,76500,85000
009,68000,76500,85000
009,68000,76500,85000
009,68000,76500,85000
009,68000,76500,85000
009,68000,76500,85000
009,68000,76500,85000
009,68000,76500,85000
009,68000,76500,85000
009,68000,76500,85000
009,68000,76500,85000
009,68000,76500,85000
009,68000,76500,85000
009,68000,76500,85000
009,68000,76500,85000
009,68000,76500,85000
009,68000,76500,85000
009,68000,76500,85000
009,68000,76500,85000
009,68000,76500,85000
009,68000,76500,85000
009,68000,76500,85000
009,68000,76500,85000
009,68000,76500,85000
009,68000,76500,85000
009,68000,76500,85000
009,68000,76500,85000
009,68000,76500,85000
009,68000,76500,85000
009,68000,76500,85000
009,68000,76500,85000
009,68000,76500,85000
009,68000,76500,85000
009,68000,76500,85000
009,68000,76500,85000
009,68000,76500,85000
011,65000,73100,81200
011,65000,73100,81200
011,65000,73100,81200
011,65000,73100,81200
011,65000,73100,81200
011,65000,73100,81200
011,65000,73100,81200
011,65000,73100,81200
011,65000,73100,81200
011,65000,73100,81200
011,65000,73100,81200
011,65000,73100,81200
011,65000,73100,81200
011,65000,73100,81200
011,65000,73100,81200
011,65000,73100,81200
011,65000,73100,81200
011,65000,73100,81200
011,65000,73100,81200
011,65000,73100,81200
011,65000,73100,81200
011,65000,73100,81200
011,65000,73100,81200
011,65000,73100,81200
011,65000,73100,81200
011,65000,73100,81200
011,65000,73100,81200
011,65000,73100,81200
011,65000,73100,81200
011,65000,73100,81200
013,66700,75000,83300
013,66700,75000,83300
013,66700,75000,83300
013,66700,75000,83300
013,66700,75000,83300
013,66700,75000,83300
013,66700,75000,83300
013,66700,75000,83300
013,66700,75000,83300
013,66700,75000,83300
013,66700,75000,83300
013,66700,75000,83300
013,66700,75000,83300
013,66700,75000,83300
013,66700,75000,83300
013,66700,75000,83300
013,66700,75000,83300
013,66700,75000,83300
013,66700,75000,83300
013,66700,75000,83300
015,68200,76700,85200
015,68200,76700,85200
015,68200,76700,85200
015,68200,76700,85200
015,68200,76700,85200
015,68200,76700,85200
015,68200,76700,85200
015,68200,76700,85200
015,68200,76700,85200
015,68200,76700,85200
015,68200,76700,85200
015,68200,76700,85200
015,68200,76700,85200
015,68200,76700,85200
015,68200,76700,85200
015,68200,76700,85200
015,68200,76700,85200
015,68200,76700,85200
015,68200,76700,85200
015,68200,76700,85200
015,68200,76700,85200
017,60700,68300,75800
017,60700,68300,75800
017,60700,68300,75800
017,60700,68300,75800
017,60700,68300,75800
017,60700,68300,75800
017,60700,68300,75800
017,60700,68300,75800
017,60700,68300,75800
017,60700,68300,75800
017,60700,68300,75800
017,60700,68300,75800
017,60700,68300,75800
017,60700,68300,75800
017,60700,68300,75800
017,60700,68300,75800
017,60700,68300,75800
017,60700,68300,75800
017,60700,68300,75800
017,60700,68300,75800
017,60700,68300,75800
017,60700,68300,75800
017,60700,68300,75800
017,60700,68300,75800
017,60700,68300,75800
017,60700,68300,75800
017,60700,68300,75800
017,60700,68300,75800
017,60700,68300,75800
017,60700,68300,75800
017,60700,68300,75800
017,60700,68300,75800
017,60700,68300,75800
017,60700,68300,75800
017,60700,68300,75800
017,60700,68300,75800
017,60700,68300,75800
017,60700,68300,75800
017,60700,68300,75800
019,60700,68300,75800
019,60700,68300,75800
019,68900,77500,86100
019,60700,68300,75800
019,60700,68300,75800
019,68900,77500,86100
019,60700,68300,75800
019,60700,68300,75800
019,60700,68300,75800
019,60700,68300,75800
019,60700,68300,75800
019,60700,68300,75800
019,60700,68300,75800
019,60700,68300,75800
019,60700,68300,75800
019,60700,68300,75800
019,60700,68300,75800
019,60700,68300,75800
019,60700,68300,75800
019,68900,77500,86100
019,60700,68300,75800
019,60700,68300,75800
019,60700,68300,75800
019,60700,68300,75800
019,60700,68300,75800
019,68900,77500,86100
019,60700,68300,75800
019,68900,77500,86100
019,68900,77500,86100
019,68900,77500,86100
019,60700,68300,75800
019,60700,68300,75800
019,68900,77500,86100
019,60700,68300,75800
019,60700,68300,75800
019,60700,68300,75800
019,60700,68300,75800
019,60700,68300,75800
019,60700,68300,75800
019,60700,68300,75800
019,60700,68300,75800
019,60700,68300,75800
019,60700,68300,75800
019,68900,77500,86100
019,60700,68300,75800
019,60700,68300,75800
019,60700,68300,75800
019,60700,68300,75800
019,60700,68300,75800
019,68900,77500,86100
019,68900,77500,86100
019,68900,77500,86100
019,60700,68300,75800
019,60700,68300,75800
019,68900,77500,86100
019,60700,68300,75800
019,60700,68300,75800
019,60700,68300,75800
019,60700,68300,75800
019,60700,68300,75800
019,60700,68300,75800
019,60700,68300,75800
019,68900,77500,86100
019,60700,68300,75800
019,60700,68300,75800
019,60700,68300,75800
019,60700,68300,75800
021,60700,68300,75800
021,60700,68300,75800
021,60700,68300,75800
021,60700,68300,75800
021,60700,68300,75800
021,60700,68300,75800
021,60700,68300,75800
021,60700,68300,75800
021,60700,68300,75800
021,60700,68300,75800
021,60700,68300,75800
021,60700,68300,75800
021,60700,68300,75800
021,60700,68300,75800
021,60700,68300,75800
021,60700,68300,75800
021,60700,68300,75800
021,60700,68300,75800
021,60700,68300,75800
021,60700,68300,75800
021,60700,68300,75800
021,60700,68300,75800
023,74000,83300,92500
023,74000,83300,92500
023,74000,83300,92500
023,74000,83300,92500
023,74000,83300,92500
023,74000,83300,92500
023,74000,83300,92500
023,74000,83300,92500
023,74000,83300,92500
023,74000,83300,92500
023,74000,83300,92500
025,60700,68300,75800
025,60700,68300,75800
025,60700,68300,75800
025,60700,68300,75800
025,60700,68300,75800
025,60700,68300,75800
025,60700,68300,75800
025,60700,68300,75800
025,60700,68300,75800
025,60700,68300,75800
025,60700,68300,75800
025,60700,68300,75800
025,60700,68300,75800
025,60700,68300,75800
025,60700,68300,75800
025,60700,68300,75800
025,60700,68300,75800
025,60700,68300,75800
025,60700,68300,75800
025,60700,68300,75800
025,60700,68300,75800
025,60700,68300,75800
025,60700,68300,75800
025,60700,68300,75800
025,60700,68300,75800
025,60700,68300,75800
025,60700,68300,75800
025,60700,68300,75800
025,60700,68300,75800
025,60700,68300,75800
025,60700,68300,75800
025,60700,68300,75800
025,60700,68300,75800
025,60700,68300,75800
025,60700,68300,75800
025,60700,68300,75800
025,60700,68300,75800
027,61100,68700,76300
027,61100,68700,76300
027,61100,68700,76300
027,61100,68700,76300
027,61100,68700,76300
027,61100,68700,76300
027,61100,68700,76300
027,61100,68700,76300
027,61100,68700,76300
027,61100,68700,76300
027,61100,68700,76300
027,61100,68700,76300
027,61100,68700,76300
027,61100,68700,76300
027,61100,68700,76300
027,61100,68700,76300
027,61100,68700,76300
027,61100,68700,76300
027,61100,68700,76300
027,61100,68700,76300
027,61100,68700,76300
027,61100,68700,76300
027,61100,68700,76300
027,61100,68700,76300
027,61100,68700,76300
027,61100,68700,76300
029,60700,68300,75800
029,60700,68300,75800
029,60700,68300,75800
029,60700,68300,75800
029,60700,68300,75800
029,60700,68300,75800
029,60700,68300,75800
029,60700,68300,75800
029,60700,68300,75800
029,60700,68300,75800
029,60700,68300,75800
029,60700,68300,75800
029,60700,68300,75800
029,60700,68300,75800
029,60700,68300,75800
029,60700,68300,75800
029,60700,68300,75800
029,60700,68300,75800
029,60700,68300,75800
029,60700,68300,75800
029,60700,68300,75800
029,60700,68300,75800
029,60700,68300,75800
029,60700,68300,75800
029,60700,68300,75800
029,60700,68300,75800
029,60700,68300,75800
029,60700,68300,75800
029,60700,68300,75800
029,60700,68300,75800
029,60700,68300,75800
029,60700,68300,75800
029,60700,68300,75800
029,60700,68300,75800
029,60700,68300,75800
029,60700,68300,75800
029,60700,68300,75800
029,60700,68300,75800
029,60700,68300,75800
029,60700,68300,75800
029,60700,68300,75800
029,60700,68300,75800
029,60700,68300,75800
029,60700,68300,75800
029,60700,68300,75800
029,60700,68300,75800
029,60700,68300,75800
029,60700,68300,75800
031,77200,86900,96500
031,77200,86900,96500
031,77200,86900,96500
031,97500,109700,121800
031,77200,86900,96500
031,94700,106500,118300
031,77200,86900,96500
031,77200,86900,96500
031,97500,109700,121800
031,94700,106500,118300
031,77200,86900,96500
031,77200,86900,96500
031,97500,109700,121800
031,77200,86900,96500
031,77200,86900,96500
031,94700,106500,118300
031,77200,86900,96500
031,77200,86900,96500
031,77200,86900,96500
031,77200,86900,96500
031,94700,106500,118300
031,77200,86900,96500
031,77200,86900,96500
031,77200,86900,96500
031,77200,86900,96500
031,97500,109700,121800
031,77200,86900,96500
031,77200,86900,96500
031,97500,109700,121800
001,68200,76700,85200
003,97400,109600,121700
005,97400,109600,121700
009,120600,135700,150700
011,68200,76700,85200
013,97400,109600,121700
015,89300,100500,111600
017,120600,135700,150700
019,68200,76700,85200
021,120600,135700,150700
023,68200,76700,85200
025,97400,109600,121700
027,97400,109600,121700
029,74400,83700,92900
031,120600,135700,150700
033,120600,135700,150700
035,97400,109600,121700
037,96800,108900,121000
039,68200,76700,85200
041,82800,93100,103400
043,73200,82300,91400
045,68200,76700,85200
047,75600,85000,94400
510,97400,109600,121700
001,92100,103600,115100
001,92100,103600,115100
001,92100,103600,115100
001,92100,103600,115100
001,92100,103600,115100
001,92100,103600,115100
001,92100,103600,115100
001,92100,103600,115100
001,92100,103600,115100
001,92100,103600,115100
001,92100,103600,115100
001,92100,103600,115100
001,92100,103600,115100
001,92100,103600,115100
001,92100,103600,115100
003,81900,92100,102300
003,79700,89700,99600
003,79700,89700,99600
003,81900,92100,102300
003,79700,89700,99600
003,81900,92100,102300
003,79700,89700,99600
003,79700,89700,99600
003,79700,89700,99600
003,79700,89700,99600
003,81900,92100,102300
003,81900,92100,102300
003,81900,92100,102300
003,81900,92100,102300
003,79700,89700,99600
003,79700,89700,99600
003,79700,89700,99600
003,79700,89700,99600
003,79700,89700,99600
003,79700,89700,99600
003,79700,89700,99600
003,81900,92100,102300
003,81900,92100,102300
003,79700,89700,99600
003,79700,89700,99600
003,79700,89700,99600
003,81900,92100,102300
003,79700,89700,99600
003,79700,89700,99600
003,79700,89700,99600
003,79700,89700,99600
003,79700,89700,99600
005,79700,89700,99600
005,82000,92200,102400
005,94700,106500,118300
005,79700,89700,99600
005,94700,106500,118300
005,120700,135800,150800
005,79700,89700,99600
005,82000,92200,102400
005,79700,89700,99600
005,94700,106500,118300
005,79700,89700,99600
005,82000,92200,102400
005,94700,106500,118300
005,120700,135800,150800
005,82000,92200,102400
005,82000,92200,102400
005,82000,92200,102400
005,82000,92200,102400
005,94700,106500,118300
005,82000,92200,102400
007,104200,117200,130200
007,104200,117200,130200
007,104200,117200,130200
007,104200,117200,130200
007,104200,117200,130200
007,104200,117200,130200
007,104200,117200,130200
009,118800,133600,148400
009,97600,109800,121900
009,118800,133600,148400
009,97600,109800,121900
009,118800,133600,148400
009,118800,133600,148400
009,97600,109800,121900
009,118800,133600,148400
009,97600,109800,121900
009,118800,133600,148400
009,97600,109800,121900
009,118800,133600,148400
009,97600,109800,121900
009,118800,133600,148400
009,118800,133600,148400
009,118800,133600,148400
009,118800,133600,148400
009,97600,109800,121900
009,97600,109800,121900
009,118800,133600,148400
009,118800,133600,148400
009,118800,133600,148400
009,118800,133600,148400
009,97600,109800,121900
009,118800,133600,148400
009,118800,133600,148400
009,118800,133600,148400
009,118800,133600,148400
009,118800,133600,148400
009,118800,133600,148400
009,118800,133600,148400
009,118800,133600,148400
009,118800,133600,148400
009,97600,109800,121900
011,79700,89700,99600
011,79700,89700,99600
011,79700,89700,99600
011,79700,89700,99600
011,79700,89700,99600
011,79700,89700,99600
011,79700,89700,99600
011,79700,89700,99600
011,79700,89700,99600
011,79700,89700,99600
011,79700,89700,99600
011,79700,89700,99600
011,79700,89700,99600
011,79700,89700,99600
011,79700,89700,99600
011,79700,89700,99600
011,79700,89700,99600
011,79700,89700,99600
011,79700,89700,99600
011,79700,89700,99600
011,79700,89700,99600
011,79700,89700,99600
011,79700,89700,99600
011,79700,89700,99600
011,79700,89700,99600
011,79700,89700,99600
013,79700,89700,99600
013,79700,89700,99600
013,79700,89700,99600
013,79700,89700,99600
013,79700,89700,99600
013,79700,89700,99600
013,79700,89700,99600
013,79700,89700,99600
013,79700,89700,99600
013,79700,89700,99600
013,79700,89700,99600
013,79700,89700,99600
013,79700,89700,99600
013,79700,89700,99600
013,79700,89700,99600
013,79700,89700,99600
013,79700,89700,99600
013,79700,89700,99600
013,79700,89700,99600
013,79700,89700,99600
013,79700,89700,99600
013,79700,89700,99600
013,79700,89700,99600
015,79700,89700,99600
015,79700,89700,99600
015,79700,89700,99600
015,79700,89700,99600
015,79700,89700,99600
015,79700,89700,99600
015,79700,89700,99600
015,79700,89700,99600
015,79700,89700,99600
015,79700,89700,99600
015,79700,89700,99600
015,79700,89700,99600
015,79700,89700,99600
015,79700,89700,99600
015,79700,89700,99600
015,79700,89700,99600
015,79700,89700,99600
015,79700,89700,99600
015,79700,89700,99600
015,79700,89700,99600
017,118800,133600,148400
017,118800,133600,148400
017,118800,133600,148400
017,118800,133600,148400
017,118800,133600,148400
017,118800,133600,148400
017,118800,133600,148400
017,106000,119200,132400
017,118800,133600,148400
017,118800,133600,148400
017,118800,133600,148400
017,118800,133600,148400
017,106000,119200,132400
017,118800,133600,148400
017,106000,119200,132400
017,106000,119200,132400
017,118800,133600,148400
017,118800,133600,148400
017,106000,119200,132400
017,118800,133600,148400
017,118800,133600,148400
017,118800,133600,148400
017,118800,133600,148400
017,118800,133600,148400
017,118800,133600,148400
017,106000,119200,132400
017,118800,133600,148400
017,118800,133600,148400
017,118800,133600,148400
017,118800,133600,148400
017,118800,133600,148400
017,118800,133600,148400
017,118800,133600,148400
017,118800,133600,148400
017,106000,119200,132400
017,118800,133600,148400
017,118800,133600,148400
017,118800,133600,148400
017,118800,133600,148400
017,118800,133600,148400
017,118800,133600,148400
017,118800,133600,148400
017,106000,119200,132400
017,118800,133600,148400
017,106000,119200,132400
017,118800,133600,148400
017,118800,133600,148400
017,118800,133600,148400
017,118800,133600,148400
017,106000,119200,132400
017,118800,133600,148400
017,118800,133600,148400
017,118800,133600,148400
017,118800,133600,148400
019,116100,130600,145100
021,94700,106500,118300
021,118800,133600,148400
021,118800,133600,148400
021,118800,133600,148400
021,118800,133600,148400
021,118800,133600,148400
021,118800,133600,148400
021,118800,133600,148400
021,118800,133600,148400
021,118800,133600,148400
021,118800,133600,148400
021,118800,133600,148400
021,118800,133600,148400
021,118800,133600,148400
021,118800,133600,148400
021,118800,133600,148400
021,118800,133600,148400
021,118800,133600,148400
021,118800,133600,148400
021,118800,133600,148400
021,118800,133600,148400
021,118800,133600,148400
021,118800,133600,148400
021,118800,133600,148400
021,118800,133600,148400
021,118800,133600,148400
021,118800,133600,148400
021,118800,133600,148400
023,94700,106500,118300
023,94700,106500,118300
023,94700,106500,118300
023,118800,133600,148400
023,118800,133600,148400
023,94700,106500,118300
023,94700,106500,118300
023,118800,133600,148400
023,94700,106500,118300
023,118800,133600,148400
023,118800,133600,148400
023,118800,133600,148400
023,94700,106500,118300
023,94700,106500,118300
023,118800,133600,148400
023,94700,106500,118300
023,94700,106500,118300
023,118800,133600,148400
023,118800,133600,148400
023,118800,133600,148400
023,94700,106500,118300
023,94700,106500,118300
023,118800,133600,148400
023,118800,133600,148400
023,118800,133600,148400
023,94700,106500,118300
023,94700,106500,118300
025,118800,133600,148400
025,118800,133600,148400
025,118800,133600,148400
025,118800,133600,148400
027,84900,95500,106100
027,82800,93100,103400
027,93600,105300,117000
027,93600,105300,117000
027,111000,124900,138700
027,111000,124900,138700
027,111000,124900,138700
027,93600,105300,117000
027,93600,105300,117000
027,93600,105300,117000
027,93600,105300,117000
027,93600,105300,117000
027,93600,105300,117000
027,93600,105300,117000
027,84900,95500,106100
027,84900,95500,106100
027,93600,105300,117000
027,82800,93100,103400
027,111000,124900,138700
027,93600,105300,117000
027,111000,124900,138700
027,82800,93100,103400
027,111000,124900,138700
027,93600,105300,117000
027,84900,95500,106100
027,84900,95500,106100
027,111000,124900,138700
027,111000,124900,138700
027,93600,105300,117000
027,111000,124900,138700
027,82800,93100,103400
027,93600,105300,117000
027,93600,105300,117000
027,93600,105300,117000
027,93600,105300,117000
027,93600,105300,117000
027,93600,105300,117000
027,82800,93100,103400
027,82800,93100,103400
027,93600,105300,117000
027,82800,93100,103400
027,93600,105300,117000
027,93600,105300,117000
027,111000,124900,138700
027,93600,105300,117000
027,93600,105300,117000
027,93600,105300,117000
027,93600,105300,117000
027,93600,105300,117000
027,84900,95500,106100
027,111000,124900,138700
027,93600,105300,117000
027,82800,93100,103400
027,93600,105300,117000
027,93600,105300,117000
027,93600,105300,117000
027,93600,105300,117000
027,84900,95500,106100
027,84900,95500,106100
027,93600,105300,117000
001,60600,68200,75700
003,60600,68200,75700
005,70200,79000,87700
007,60600,68200,75700
009,62800,70700,78500
011,60600,68200,75700
013,60600,68200,75700
015,70700,79500,88300
017,61100,68700,76300
019,66500,74800,83100
021,62400,70200,78000
023,60600,68200,75700
025,61100,68700,76300
027,63400,71300,79200
029,66800,75100,83400
031,60600,68200,75700
033,60600,68200,75700
035,60600,68200,75700
037,75000,84400,93700
039,60600,68200,75700
041,60600,68200,75700
043,61100,68700,76300
045,75000,84400,93700
047,66600,74900,83200
049,60700,68300,75800
051,60600,68200,75700
053,60600,68200,75700
055,72000,81000,89900
057,60600,68200,75700
059,60600,68200,75700
061,60600,68200,75700
063,60600,68200,75700
065,75000,84400,93700
067,62000,69700,77400
069,60600,68200,75700
071,60600,68200,75700
073,60600,68200,75700
075,61400,69100,76700
077,73400,82600,91700
079,60600,68200,75700
081,75800,85300,94700
083,60600,68200,75700
085,60600,68200,75700
087,75800,85300,94700
089,74800,84100,93400
091,60600,68200,75700
093,94600,106400,118200
095,60600,68200,75700
097,60600,68200,75700
099,75800,85300,94700
101,60600,68200,75700
103,65400,73600,81700
105,60600,68200,75700
107,60600,68200,75700
109,60600,68200,75700
111,72400,81500,90500
113,60600,68200,75700
115,72700,81800,90800
117,60600,68200,75700
119,60600,68200,75700
121,60600,68200,75700
123,60600,68200,75700
125,75800,85300,94700
127,60600,68200,75700
129,60600,68200,75700
131,60600,68200,75700
133,60600,68200,75700
135,60600,68200,75700
137,60600,68200,75700
139,79700,89700,99600
141,60600,68200,75700
143,60600,68200,75700
145,60600,68200,75700
147,75800,85300,94700
149,60600,68200,75700
151,60600,68200,75700
153,60600,68200,75700
155,63900,71900,79800
157,60600,68200,75700
159,63900,71900,79800
161,99200,111600,124000
163,75800,85300,94700
165,60600,68200,75700
001,70600,79400,88200
003,99400,111800,124200
005,70600,79400,88200
007,70600,79400,88200
009,74800,84200,93500
011,70600,79400,88200
013,76300,85800,95300
015,72800,81900,91000
017,72300,81300,90300
019,99400,111800,124200
021,70600,79400,88200
023,70600,79400,88200
025,99400,111800,124200
027,83300,93700,104100
029,70600,79400,88200
031,70600,79400,88200
033,70600,79400,88200
035,70600,79400,88200
037,99400,111800,124200
039,94400,106200,118000
041,75200,84600,93900
043,70600,79400,88200
045,73500,82700,91800
047,70600,79400,88200
049,82000,92300,102500
051,70600,79400,88200
053,99400,111800,124200
055,74800,84100,93400
057,70600,79400,88200
059,99400,111800,124200
061,70600,79400,88200
063,70800,79700,88500
065,70600,79400,88200
067,70800,79700,88500
069,70800,79600,88400
071,70600,79400,88200
073,70600,79400,88200
075,70600,79400,88200
077,70600,79400,88200
079,82200,92500,102700
081,70600,79400,88200
083,70800,79700,88500
085,75200,84600,94000
087,70600,79400,88200
089,71800,80800,89700
091,70600,79400,88200
093,73800,83000,92200
095,70600,79400,88200
097,70600,79400,88200
099,70600,79400,88200
101,72400,81500,90500
103,76300,85800,95300
105,70600,79400,88200
107,70600,79400,88200
109,94400,106200,118000
111,70600,79400,88200
113,70800,79700,88500
115,70600,79400,88200
117,70600,79400,88200
119,76600,86200,95700
121,73500,82700,91800
123,99400,111800,124200
125,72400,81400,90400
127,70600,79400,88200
129,70800,79700,88500
131,74400,83700,93000
133,70600,79400,88200
135,71200,80100,88900
137,72300,81300,90300
139,99400,111800,124200
141,99400,111800,124200
143,72000,81000,90000
145,74800,84200,93500
147,76800,86400,96000
149,79100,89000,98800
151,70600,79400,88200
153,70600,79400,88200
155,70600,79400,88200
157,75700,85200,94600
159,70600,79400,88200
161,70800,79700,88500
163,99400,111800,124200
165,70600,79400,88200
167,70600,79400,88200
169,74000,83300,92500
171,99400,111800,124200
173,70600,79400,88200
001,49800,56000,62200
003,50200,56500,62700
005,49800,56000,62200
007,49800,56000,62200
009,49800,56000,62200
011,49800,56000,62200
013,49800,56000,62200
015,54300,61100,67800
017,49800,56000,62200
019,49800,56000,62200
021,49800,56000,62200
023,51400,57800,64200
025,49800,56000,62200
027,49800,56000,62200
029,64000,72000,79900
031,49800,56000,62200
033,64800,72900,81000
035,53200,59900,66500
037,49800,56000,62200
039,51400,57800,64200
041,55700,62700,69600
043,49800,56000,62200
045,57200,64300,71400
047,57200,64300,71400
049,64000,72000,79900
051,49800,56000,62200
053,49800,56000,62200
055,49800,56000,62200
057,50000,56300,62500
059,62300,70100,77800
061,49800,56000,62200
063,49800,56000,62200
065,49800,56000,62200
067,49800,56000,62200
069,49800,56000,62200
071,61000,68600,76200
073,53200,59900,66500
075,49800,56000,62200
077,51400,57800,64200
079,49800,56000,62200
081,55100,62000,68800
083,49800,56000,62200
085,52400,58900,65400
087,58000,65200,72400
089,64000,72000,79900
091,49800,56000,62200
093,49800,56000,62200
095,52800,59400,65900
097,49800,56000,62200
099,49800,56000,62200
101,49800,56000,62200
103,49800,56000,62200
105,59400,66800,74200
107,49800,56000,62200
109,53900,60600,67300
111,53200,59900,66500
113,49800,56000,62200
115,50400,56700,62900
